countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,DaysToSettle,DaysLate,payment_delay_days,is_late,invoice_age_days,days_until_due,PaperlessBill_Electronic,PaperlessBill_Paper
818,8102-ABPKQ,8/29/2013,4902403664,2012-09-27,2012-10-27,58.99,1,2012-11-08,42,12,12,1,4906,-4877,False,True
897,7654-DOLHO,4/4/2012,4902638386,2012-09-15,2012-10-15,46.03,0,2012-10-08,23,0,-7,0,4918,-4889,True,False
391,9212-BTDMX,4/22/2012,4903468657,2012-05-17,2012-06-16,66.55,0,2012-06-09,23,0,-7,0,5039,-5010,True,False
391,3598-DNURW,8/29/2012,4905021101,2013-11-15,2013-12-15,91.34,0,2013-11-23,8,0,-22,0,4492,-4463,True,False
391,9212-BTDMX,4/22/2012,4906343954,2012-03-26,2012-04-25,53.69,0,2012-04-15,20,0,-10,0,5091,-5062,False,True
406,5284-DJOZO,9/11/2012,4908628098,2012-03-24,2012-04-23,89.67,1,2012-04-19,26,0,-4,0,5093,-5064,False,True
391,0187-ERLSR,7/31/2013,4910161169,2012-12-06,2013-01-05,59.0,0,2012-12-19,13,0,-17,0,4836,-4807,False,True
770,9928-IJYBQ,3/18/2012,4915855065,2012-01-07,2012-02-06,78.92,0,2012-02-05,29,0,-1,0,5170,-5141,False,True
406,4092-ZAVRG,5/19/2012,4926391244,2012-05-20,2012-06-19,62.96,0,2012-05-22,2,0,-28,0,5036,-5007,True,False
770,2687-XWAMA,4/3/2013,4927657057,2012-12-25,2013-01-24,54.66,0,2013-01-13,19,0,-11,0,4817,-4788,False,True
391,9212-BTDMX,4/22/2012,4930326600,2012-02-16,2012-03-17,58.85,0,2012-03-06,19,0,-11,0,5130,-5101,False,True
770,3993-QUNVJ,12/31/2012,4934230957,2013-01-04,2013-02-03,88.48,1,2013-01-30,26,0,-4,0,4807,-4778,True,False
897,9883-SDWFS,7/8/2013,4935255726,2013-07-15,2013-08-14,47.13,1,2013-08-23,39,9,9,1,4615,-4586,True,False
818,5613-UHVMG,5/31/2012,4937921214,2013-09-30,2013-10-30,53.8,0,2013-11-05,36,6,6,1,4538,-4509,True,False
391,5529-TBPGK,8/9/2013,4941612254,2012-07-08,2012-08-07,65.27,0,2012-08-01,24,0,-6,0,4987,-4958,False,True
818,6627-ELFBK,11/26/2012,4943574800,2012-05-20,2012-06-19,54.82,0,2012-06-16,27,0,-3,0,5036,-5007,False,True
391,6160-HCSFI,1/10/2013,4949816221,2013-01-06,2013-02-05,85.64,0,2013-02-01,26,0,-4,0,4805,-4776,False,True
897,9883-SDWFS,7/8/2013,4958732401,2013-11-13,2013-12-13,32.02,0,2013-12-04,21,0,-9,0,4494,-4465,True,False
897,9460-VAZGD,8/10/2013,4962937321,2012-06-06,2012-07-06,67.82,0,2012-06-26,20,0,-10,0,5019,-4990,False,True
406,9771-QTLGZ,12/10/2012,4965519306,2013-05-26,2013-06-25,56.56,1,2013-06-06,11,0,-19,0,4665,-4636,True,False
770,9323-NDIOV,7/9/2012,4975085263,2012-06-21,2012-07-21,53.66,0,2012-08-07,47,17,17,1,5004,-4975,False,True
391,8156-PCYBM,3/3/2012,4977232177,2012-05-12,2012-06-11,93.36,0,2012-06-11,30,0,0,0,5044,-5015,True,False
897,9250-VHLWY,6/3/2013,4977937495,2012-06-16,2012-07-16,51.81,0,2012-07-15,29,0,-1,0,5009,-4980,False,True
818,8887-NCUZC,1/22/2013,4978138927,2012-01-10,2012-02-09,7.45,0,2012-02-19,40,10,10,1,5167,-5138,False,True
406,6833-ETVHD,4/30/2012,4982115880,2012-10-26,2012-11-25,47.52,0,2012-11-18,23,0,-7,0,4877,-4848,True,False
818,9181-HEKGV,10/16/2013,4983130271,2012-06-17,2012-07-17,66.07,0,2012-07-21,34,4,4,1,5008,-4979,False,True
818,5613-UHVMG,5/31/2012,4984149604,2012-01-24,2012-02-23,49.62,1,2012-03-21,57,27,27,1,5153,-5124,False,True
406,9117-LYRCE,7/5/2013,4988118072,2013-11-04,2013-12-04,47.33,0,2013-11-27,23,0,-7,0,4503,-4474,True,False
391,6160-HCSFI,1/10/2013,4988241929,2013-10-03,2013-11-02,68.64,0,2013-10-17,14,0,-16,0,4535,-4506,True,False
391,6708-DPYTF,8/2/2012,4989401437,2013-02-17,2013-03-19,56.99,0,2013-03-14,25,0,-5,0,4763,-4734,True,False
770,9928-IJYBQ,3/18/2012,4992290949,2012-07-25,2012-08-24,38.61,0,2012-08-26,32,2,2,1,4970,-4941,True,False
897,3676-CQAIF,7/29/2013,4999718461,2013-01-14,2013-02-13,10.64,0,2013-02-03,20,0,-10,0,4797,-4768,False,True
818,7946-HJDUR,2/21/2012,5002957961,2012-06-24,2012-07-24,61.9,0,2012-07-20,26,0,-4,0,5001,-4972,True,False
406,9117-LYRCE,7/5/2013,5004037531,2013-05-27,2013-06-26,48.73,0,2013-07-05,39,9,9,1,4664,-4635,False,True
391,7841-HROAQ,9/15/2013,5007692123,2013-07-03,2013-08-02,63.03,1,2013-08-10,38,8,8,1,4627,-4598,False,True
897,0688-XNJRO,6/24/2012,5010861294,2013-02-19,2013-03-21,25.38,0,2013-03-21,30,0,0,0,4761,-4732,True,False
818,7695-NKUXM,11/21/2012,5012738148,2013-07-01,2013-07-31,44.25,0,2013-07-06,5,0,-25,0,4629,-4600,True,False
391,7329-TWKLF,11/20/2013,5016123354,2013-01-27,2013-02-26,94.38,0,2013-02-16,20,0,-10,0,4784,-4755,False,True
897,9286-VLKMI,2/13/2013,5018112852,2013-01-09,2013-02-08,52.9,0,2013-01-12,3,0,-27,0,4802,-4773,False,True
770,7228-LEPPM,4/30/2012,5023901716,2013-01-21,2013-02-20,89.96,1,2013-03-13,51,21,21,1,4790,-4761,True,False
897,9460-VAZGD,8/10/2013,5025374541,2012-02-22,2012-03-23,57.14,0,2012-03-13,20,0,-10,0,5124,-5095,False,True
406,4632-QZOKX,3/19/2013,5025604819,2012-11-03,2012-12-03,64.04,1,2012-12-26,53,23,23,1,4869,-4840,False,True
770,9928-IJYBQ,3/18/2012,5029459580,2012-07-10,2012-08-09,34.63,0,2012-08-03,24,0,-6,0,4985,-4956,True,False
770,9149-MATVB,4/30/2013,5031169107,2013-11-08,2013-12-08,34.65,0,2013-11-25,17,0,-13,0,4499,-4470,True,False
391,9174-IYKOC,11/27/2012,5031980496,2012-09-29,2012-10-29,66.8,0,2012-10-29,30,0,0,0,4904,-4875,False,True
770,2447-JCFGW,7/31/2012,5032711986,2013-10-26,2013-11-25,82.34,0,2013-11-10,15,0,-15,0,4512,-4483,True,False
391,5920-DPXLN,11/11/2012,5040778858,2013-10-02,2013-11-01,53.12,0,2013-10-23,21,0,-9,0,4536,-4507,True,False
406,6048-QPZCF,7/13/2012,5043434563,2013-06-28,2013-07-28,68.2,1,2013-07-14,16,0,-14,0,4632,-4603,True,False
818,1604-LIFKX,3/16/2013,5046787811,2013-05-31,2013-06-30,77.66,0,2013-07-05,35,5,5,1,4660,-4631,True,False
770,6831-FIODB,5/8/2013,5047086979,2012-06-05,2012-07-05,71.5,1,2012-08-04,60,30,30,1,5020,-4991,False,True
897,6391-GBFQJ,11/25/2013,5048564900,2013-03-04,2013-04-03,46.49,1,2013-04-03,30,0,0,0,4748,-4719,False,True
391,0379-NEVHP,4/6/2013,5051186703,2012-07-01,2012-07-31,42.25,0,2012-07-17,16,0,-14,0,4994,-4965,False,True
897,1408-OQZUE,9/14/2012,5051542190,2012-07-04,2012-08-03,53.95,1,2012-09-01,59,29,29,1,4991,-4962,False,True
770,9149-MATVB,4/30/2013,5069265898,2013-07-15,2013-08-14,46.53,0,2013-08-05,21,0,-9,0,4615,-4586,True,False
391,5196-TWQXF,6/20/2012,5080141194,2012-12-30,2013-01-29,45.8,0,2013-01-10,11,0,-19,0,4812,-4783,True,False
897,6296-UKEUZ,11/26/2012,5087638061,2013-02-06,2013-03-08,22.0,0,2013-02-08,2,0,-28,0,4774,-4745,True,False
770,2687-XWAMA,4/3/2013,5104471628,2013-08-08,2013-09-07,62.58,0,2013-08-19,11,0,-19,0,4591,-4562,True,False
897,8690-EEBEO,12/5/2012,5106033344,2013-09-21,2013-10-21,40.94,0,2013-10-18,27,0,-3,0,4547,-4518,True,False
770,2447-JCFGW,7/31/2012,5112375133,2013-08-22,2013-09-21,37.25,0,2013-09-17,26,0,-4,0,4577,-4548,True,False
818,7695-NKUXM,11/21/2012,5115237233,2013-09-22,2013-10-22,57.04,0,2013-09-24,2,0,-28,0,4546,-4517,True,False
391,5196-TWQXF,6/20/2012,5118980474,2013-11-08,2013-12-08,69.22,0,2013-11-21,13,0,-17,0,4499,-4470,True,False
391,2820-XGXSB,1/26/2012,5120935092,2012-02-03,2012-03-04,83.15,0,2012-02-12,9,0,-21,0,5143,-5114,True,False
406,1447-YZKCL,8/10/2012,5126179664,2013-05-17,2013-06-16,58.35,0,2013-06-08,22,0,-8,0,4674,-4645,True,False
818,8887-NCUZC,1/22/2013,5128563640,2013-09-19,2013-10-19,16.58,0,2013-10-12,23,0,-7,0,4549,-4520,True,False
897,1408-OQZUE,9/14/2012,5129304908,2013-09-23,2013-10-23,40.66,0,2013-11-05,43,13,13,1,4545,-4516,True,False
391,6708-DPYTF,8/2/2012,5133177585,2012-01-03,2012-02-02,55.37,0,2012-02-16,44,14,14,1,5174,-5145,False,True
391,6632-CGYHU,1/8/2013,5135727501,2013-09-01,2013-10-01,68.88,0,2013-09-07,6,0,-24,0,4567,-4538,True,False
391,3569-VJWXS,4/9/2013,5137377854,2013-05-07,2013-06-06,50.63,0,2013-05-21,14,0,-16,0,4684,-4655,True,False
818,8887-NCUZC,1/22/2013,5143348258,2013-05-26,2013-06-25,27.84,1,2013-07-05,40,10,10,1,4665,-4636,True,False
391,1080-NDGAE,9/28/2012,5144461624,2013-11-13,2013-12-13,101.93,1,2013-12-16,33,3,3,1,4494,-4465,True,False
770,3993-QUNVJ,12/31/2012,5153888748,2013-08-14,2013-09-13,54.2,0,2013-08-26,12,0,-18,0,4585,-4556,True,False
391,1080-NDGAE,9/28/2012,5156029827,2012-10-18,2012-11-17,73.57,1,2012-11-17,30,0,0,0,4885,-4856,True,False
818,3568-JJMFW,1/9/2012,5157346968,2013-09-06,2013-10-06,45.02,0,2013-09-12,6,0,-24,0,4562,-4533,True,False
406,3448-OWJOT,9/15/2012,5160746172,2013-07-17,2013-08-16,76.89,1,2013-08-10,24,0,-6,0,4613,-4584,True,False
818,2824-HJQPP,9/4/2013,5181531445,2012-02-29,2012-03-30,60.86,0,2012-03-28,28,0,-2,0,5117,-5088,False,True
406,6833-ETVHD,4/30/2012,5190923189,2013-03-28,2013-04-27,60.25,0,2013-04-15,18,0,-12,0,4724,-4695,True,False
897,8942-ERSWK,1/11/2013,5198527757,2012-02-17,2012-03-18,38.97,0,2012-02-29,12,0,-18,0,5129,-5100,False,True
770,2687-XWAMA,4/3/2013,5201178540,2012-07-14,2012-08-13,62.66,0,2012-07-25,11,0,-19,0,4981,-4952,False,True
818,9181-HEKGV,10/16/2013,5202032585,2012-05-02,2012-06-01,58.19,0,2012-06-06,35,5,5,1,5054,-5025,False,True
818,2824-HJQPP,9/4/2013,5210865686,2012-11-18,2012-12-18,51.6,0,2012-12-05,17,0,-13,0,4854,-4825,False,True
818,2824-HJQPP,9/4/2013,5211032490,2012-02-02,2012-03-03,70.47,0,2012-03-03,30,0,0,0,5144,-5115,False,True
818,3568-JJMFW,1/9/2012,5211667829,2013-08-03,2013-09-02,64.53,1,2013-08-24,21,0,-9,0,4596,-4567,True,False
391,2676-DZINU,10/19/2012,5212915028,2012-05-03,2012-06-02,59.78,0,2012-05-23,20,0,-10,0,5053,-5024,False,True
391,7841-HROAQ,9/15/2013,5213055907,2012-02-01,2012-03-02,56.2,1,2012-03-09,37,7,7,1,5145,-5116,False,True
897,7372-CESLR,1/11/2013,5215762025,2012-01-10,2012-02-09,47.75,0,2012-02-03,24,0,-6,0,5167,-5138,False,True
406,9322-YCTQO,4/6/2012,5216037175,2012-04-13,2012-05-13,83.24,0,2012-05-23,40,10,10,1,5073,-5044,True,False
391,0187-ERLSR,7/31/2013,5219455796,2013-10-17,2013-11-16,77.19,0,2013-10-20,3,0,-27,0,4521,-4492,True,False
391,5529-TBPGK,8/9/2013,5221373409,2012-08-16,2012-09-15,59.21,0,2012-09-23,38,8,8,1,4948,-4919,False,True
897,3271-YDPUJ,4/2/2013,5224697080,2012-07-27,2012-08-26,46.31,1,2012-08-24,28,0,-2,0,4968,-4939,False,True
897,6296-UKEUZ,11/26/2012,5225282488,2013-09-07,2013-10-07,61.24,0,2013-09-08,1,0,-29,0,4561,-4532,True,False
770,9323-NDIOV,7/9/2012,5230964660,2012-11-19,2012-12-19,60.46,0,2012-12-20,31,1,1,1,4853,-4824,True,False
897,9286-VLKMI,2/13/2013,5231639672,2012-01-31,2012-03-01,73.32,0,2012-02-04,4,0,-26,0,5146,-5117,False,True
897,7372-CESLR,1/11/2013,5244938150,2012-05-25,2012-06-24,34.58,0,2012-06-13,19,0,-11,0,5031,-5002,False,True
406,3448-OWJOT,9/15/2012,5259704172,2013-10-03,2013-11-02,64.74,1,2013-11-09,37,7,7,1,4535,-4506,True,False
406,3448-OWJOT,9/15/2012,5267406931,2012-01-30,2012-02-29,85.22,1,2012-03-11,41,11,11,1,5147,-5118,False,True
818,7946-HJDUR,2/21/2012,5274457788,2012-09-01,2012-10-01,60.57,0,2012-09-27,26,0,-4,0,4932,-4903,True,False
897,0688-XNJRO,6/24/2012,5277730076,2013-05-02,2013-06-01,41.31,0,2013-06-16,45,15,15,1,4689,-4660,True,False
391,8820-BLYDZ,3/19/2013,5280781969,2012-07-19,2012-08-18,70.13,0,2012-07-28,9,0,-21,0,4976,-4947,False,True
391,6632-CGYHU,1/8/2013,5284159199,2013-09-16,2013-10-16,68.47,0,2013-09-28,12,0,-18,0,4552,-4523,True,False
818,8102-ABPKQ,8/29/2013,5288556291,2013-07-05,2013-08-04,85.3,1,2013-08-29,55,25,25,1,4625,-4596,False,True
818,8364-UWVLM,11/10/2012,5302225359,2013-06-04,2013-07-04,63.58,0,2013-06-24,20,0,-10,0,4656,-4627,True,False
770,7228-LEPPM,4/30/2012,5307752603,2012-01-23,2012-02-22,87.1,0,2012-03-08,45,15,15,1,5154,-5125,False,True
391,7329-TWKLF,11/20/2013,5308271793,2012-07-06,2012-08-05,73.84,0,2012-08-01,26,0,-4,0,4989,-4960,False,True
391,5920-DPXLN,11/11/2012,5315380309,2013-10-23,2013-11-22,61.19,0,2013-11-05,13,0,-17,0,4515,-4486,True,False
391,8820-BLYDZ,3/19/2013,5318528972,2012-05-28,2012-06-27,95.99,0,2012-06-12,15,0,-15,0,5028,-4999,False,True
770,2687-XWAMA,4/3/2013,5320556174,2012-10-15,2012-11-14,57.88,0,2012-10-20,5,0,-25,0,4888,-4859,False,True
406,4632-QZOKX,3/19/2013,5338397427,2013-01-12,2013-02-11,65.61,1,2013-02-20,39,9,9,1,4799,-4770,False,True
406,9322-YCTQO,4/6/2012,5345209605,2013-05-22,2013-06-21,98.35,0,2013-06-25,34,4,4,1,4669,-4640,True,False
391,1080-NDGAE,9/28/2012,5348963302,2012-04-27,2012-05-27,96.6,0,2012-05-22,25,0,-5,0,5059,-5030,False,True
406,7600-OISKG,7/19/2013,5352209758,2013-08-25,2013-09-24,60.57,1,2013-09-14,20,0,-10,0,4574,-4545,True,False
818,5148-SYKLB,8/28/2013,5353996897,2013-06-11,2013-07-11,84.15,1,2013-07-23,42,12,12,1,4649,-4620,False,True
391,3569-VJWXS,4/9/2013,5358292729,2012-04-03,2012-05-03,65.75,0,2012-04-30,27,0,-3,0,5083,-5054,False,True
406,6048-QPZCF,7/13/2012,5359595729,2012-06-06,2012-07-06,96.48,0,2012-06-12,6,0,-24,0,5019,-4990,False,True
818,9181-HEKGV,10/16/2013,5364802553,2012-12-30,2013-01-29,87.0,1,2013-03-04,64,34,34,1,4812,-4783,False,True
770,6831-FIODB,5/8/2013,5365850526,2012-02-16,2012-03-17,57.07,0,2012-03-16,29,0,-1,0,5130,-5101,False,True
897,3676-CQAIF,7/29/2013,5367243443,2012-06-01,2012-07-01,53.81,1,2012-07-20,49,19,19,1,5024,-4995,False,True
391,2125-HJDLA,5/22/2012,5370094352,2012-02-13,2012-03-14,24.25,0,2012-03-29,45,15,15,1,5133,-5104,False,True
391,6160-HCSFI,1/10/2013,5375281177,2013-11-26,2013-12-26,80.85,0,2013-12-07,11,0,-19,0,4481,-4452,True,False
391,5196-TWQXF,6/20/2012,5376212799,2013-02-03,2013-03-05,65.47,0,2013-02-25,22,0,-8,0,4777,-4748,True,False
406,0783-PEPYR,11/27/2013,5378812305,2013-09-18,2013-10-18,58.58,0,2013-10-19,31,1,1,1,4550,-4521,False,True
406,6833-ETVHD,4/30/2012,5390563017,2013-08-12,2013-09-11,62.4,0,2013-09-06,25,0,-5,0,4587,-4558,True,False
818,1604-LIFKX,3/16/2013,5395803659,2013-10-18,2013-11-17,51.64,0,2013-11-27,40,10,10,1,4520,-4491,True,False
406,9117-LYRCE,7/5/2013,5400778193,2012-09-25,2012-10-25,37.19,0,2012-11-01,37,7,7,1,4908,-4879,False,True
406,4092-ZAVRG,5/19/2012,5404048854,2013-08-07,2013-09-06,73.08,0,2013-08-08,1,0,-29,0,4592,-4563,True,False
770,0465-DTULQ,3/4/2013,5406697446,2012-06-16,2012-07-16,39.87,1,2012-08-03,48,18,18,1,5009,-4980,False,True
897,9883-SDWFS,7/8/2013,5408072058,2013-04-27,2013-05-27,42.86,1,2013-06-18,52,22,22,1,4694,-4665,False,True
406,3448-OWJOT,9/15/2012,5411405629,2013-09-30,2013-10-30,73.99,1,2013-10-27,27,0,-3,0,4538,-4509,True,False
770,5592-UQXSS,12/31/2012,5417879278,2012-04-07,2012-05-07,37.08,1,2012-05-12,35,5,5,1,5079,-5050,False,True
897,8690-EEBEO,12/5/2012,5419865968,2013-08-11,2013-09-10,62.83,0,2013-09-07,27,0,-3,0,4588,-4559,True,False
770,5592-UQXSS,12/31/2012,5420077969,2013-06-05,2013-07-05,34.36,0,2013-06-21,16,0,-14,0,4655,-4626,True,False
391,6708-DPYTF,8/2/2012,5423618299,2013-03-20,2013-04-19,81.59,0,2013-04-28,39,9,9,1,4732,-4703,True,False
391,7329-TWKLF,11/20/2013,5433217651,2013-10-21,2013-11-20,78.59,0,2013-11-13,23,0,-7,0,4517,-4488,False,True
770,0625-TNJFG,8/15/2013,5437619752,2013-07-05,2013-08-04,69.85,0,2013-08-06,32,2,2,1,4625,-4596,False,True
406,9322-YCTQO,4/6/2012,5439908314,2013-05-17,2013-06-16,70.98,0,2013-06-23,37,7,7,1,4674,-4645,True,False
406,4640-FGEJI,4/4/2013,5445841992,2013-10-21,2013-11-20,97.42,0,2013-11-14,24,0,-6,0,4517,-4488,True,False
406,0783-PEPYR,11/27/2013,5446180510,2012-04-29,2012-05-29,50.55,1,2012-06-11,43,13,13,1,5057,-5028,False,True
391,8156-PCYBM,3/3/2012,5453381490,2013-06-10,2013-07-10,62.64,0,2013-07-14,34,4,4,1,4650,-4621,True,False
770,7260-ZHAKS,6/17/2012,5454474839,2012-08-30,2012-09-29,100.51,0,2012-09-26,27,0,-3,0,4934,-4905,True,False
391,2820-XGXSB,1/26/2012,5458519467,2012-05-02,2012-06-01,73.62,0,2012-05-07,5,0,-25,0,5054,-5025,True,False
391,8820-BLYDZ,3/19/2013,5464873037,2013-08-28,2013-09-27,98.83,0,2013-08-31,3,0,-27,0,4571,-4542,True,False
406,8389-TCXFQ,8/24/2012,5471402464,2013-01-09,2013-02-08,51.2,0,2013-01-24,15,0,-15,0,4802,-4773,True,False
406,4651-PMEXQ,7/4/2012,5473678800,2013-09-05,2013-10-05,70.29,0,2013-09-28,23,0,-7,0,4563,-4534,True,False
406,6833-ETVHD,4/30/2012,5480294344,2012-10-01,2012-10-31,74.56,0,2012-10-20,19,0,-11,0,4902,-4873,True,False
770,3831-FXWYK,3/8/2013,5485299924,2012-11-02,2012-12-02,74.47,0,2012-12-17,45,15,15,1,4870,-4841,False,True
406,9725-EZTEJ,3/17/2012,5493577724,2013-05-25,2013-06-24,109.81,1,2013-06-18,24,0,-6,0,4666,-4637,True,False
406,5573-KSOIA,9/30/2013,5506147573,2013-10-02,2013-11-01,84.31,0,2013-10-26,24,0,-6,0,4536,-4507,True,False
406,9771-QTLGZ,12/10/2012,5508245592,2013-02-28,2013-03-30,48.87,1,2013-03-09,9,0,-21,0,4752,-4723,True,False
770,7758-WKLVM,2/6/2012,5510823569,2012-04-11,2012-05-11,30.06,0,2012-05-17,36,6,6,1,5075,-5046,True,False
770,7260-ZHAKS,6/17/2012,5516916159,2013-01-23,2013-02-22,83.32,0,2013-02-06,14,0,-16,0,4788,-4759,True,False
770,0465-DTULQ,3/4/2013,5519301828,2012-01-30,2012-02-29,59.34,1,2012-03-21,51,21,21,1,5147,-5118,False,True
406,4640-FGEJI,4/4/2013,5531824498,2012-11-06,2012-12-06,95.58,0,2012-12-06,30,0,0,0,4866,-4837,False,True
391,8156-PCYBM,3/3/2012,5535719066,2012-11-25,2012-12-25,46.0,0,2012-12-20,25,0,-5,0,4847,-4818,True,False
406,1447-YZKCL,8/10/2012,5536234391,2012-11-01,2012-12-01,61.2,0,2012-12-10,39,9,9,1,4871,-4842,True,False
391,1080-NDGAE,9/28/2012,5536610902,2013-06-29,2013-07-29,89.97,1,2013-08-01,33,3,3,1,4631,-4602,True,False
770,0625-TNJFG,8/15/2013,5539674578,2013-11-05,2013-12-05,44.4,0,2013-12-02,27,0,-3,0,4502,-4473,True,False
818,5924-UOPGH,6/6/2013,5551365805,2012-09-22,2012-10-22,96.58,0,2012-10-07,15,0,-15,0,4911,-4882,False,True
406,0783-PEPYR,11/27/2013,5554040283,2013-02-17,2013-03-19,59.36,0,2013-03-30,41,11,11,1,4763,-4734,False,True
818,6627-ELFBK,11/26/2012,5554804891,2013-08-21,2013-09-20,77.24,0,2013-09-09,19,0,-11,0,4578,-4549,True,False
406,0783-PEPYR,11/27/2013,5564408624,2013-08-22,2013-09-21,50.69,1,2013-10-05,44,14,14,1,4577,-4548,False,True
406,7938-EVASK,12/15/2012,5570997637,2012-01-19,2012-02-18,43.77,0,2012-02-29,41,11,11,1,5158,-5129,False,True
406,4092-ZAVRG,5/19/2012,5584045928,2012-08-25,2012-09-24,72.2,0,2012-08-28,3,0,-27,0,4939,-4910,True,False
818,3271-HYHDN,4/28/2013,5584805665,2013-07-23,2013-08-22,71.02,0,2013-07-23,0,0,-30,0,4607,-4578,True,False
818,5924-UOPGH,6/6/2013,5589625888,2013-02-10,2013-03-12,61.46,0,2013-03-02,20,0,-10,0,4770,-4741,False,True
391,7841-HROAQ,9/15/2013,5591470956,2012-08-25,2012-09-24,72.94,0,2012-09-25,31,1,1,1,4939,-4910,False,True
406,6833-ETVHD,4/30/2012,5600044644,2013-01-07,2013-02-06,67.51,0,2013-01-22,15,0,-15,0,4804,-4775,True,False
391,2423-QOKIO,5/11/2013,5600941018,2012-01-27,2012-02-26,53.73,0,2012-03-05,38,8,8,1,5150,-5121,False,True
818,5924-UOPGH,6/6/2013,5601820333,2013-09-25,2013-10-25,76.69,0,2013-10-09,14,0,-16,0,4543,-4514,True,False
818,6004-KITZM,9/1/2013,5606369890,2013-02-23,2013-03-25,70.9,0,2013-03-15,20,0,-10,0,4757,-4728,False,True
818,7695-NKUXM,11/21/2012,5609216425,2012-11-16,2012-12-16,69.4,0,2012-11-29,13,0,-17,0,4856,-4827,False,True
818,5613-UHVMG,5/31/2012,5612029362,2013-02-07,2013-03-09,72.82,1,2013-04-01,53,23,23,1,4773,-4744,True,False
406,6833-ETVHD,4/30/2012,5614207522,2013-01-24,2013-02-23,59.25,0,2013-02-11,18,0,-12,0,4787,-4758,True,False
406,6048-QPZCF,7/13/2012,5616666227,2013-05-16,2013-06-15,92.96,0,2013-05-22,6,0,-24,0,4675,-4646,True,False
818,7946-HJDUR,2/21/2012,5619336586,2013-06-03,2013-07-03,75.07,0,2013-06-30,27,0,-3,0,4657,-4628,True,False
770,7758-WKLVM,2/6/2012,5627371581,2012-05-28,2012-06-27,55.22,0,2012-06-25,28,0,-2,0,5028,-4999,True,False
897,0688-XNJRO,6/24/2012,5633925313,2013-04-12,2013-05-12,34.75,0,2013-06-04,53,23,23,1,4709,-4680,True,False
391,9174-IYKOC,11/27/2012,5636675950,2012-03-21,2012-04-20,68.81,1,2012-05-12,52,22,22,1,5096,-5067,False,True
770,7050-KQLDO,9/29/2012,5636946317,2013-04-07,2013-05-07,57.24,0,2013-04-30,23,0,-7,0,4714,-4685,True,False
770,9323-NDIOV,7/9/2012,5641290183,2012-12-09,2013-01-08,54.49,0,2013-01-07,29,0,-1,0,4833,-4804,True,False
818,6004-KITZM,9/1/2013,5652779440,2012-11-20,2012-12-20,64.27,0,2012-12-07,17,0,-13,0,4852,-4823,False,True
897,6391-GBFQJ,11/25/2013,5663633073,2013-03-28,2013-04-27,7.33,0,2013-04-21,24,0,-6,0,4724,-4695,False,True
406,4640-FGEJI,4/4/2013,5666197272,2013-09-01,2013-10-01,42.37,0,2013-09-24,23,0,-7,0,4567,-4538,True,False
391,6160-HCSFI,1/10/2013,5667168406,2013-06-04,2013-07-04,68.97,0,2013-06-20,16,0,-14,0,4656,-4627,True,False
770,9149-MATVB,4/30/2013,5669083173,2013-07-02,2013-08-01,36.26,0,2013-07-25,23,0,-7,0,4628,-4599,True,False
770,4460-ZXNDN,6/27/2013,5670127659,2012-10-01,2012-10-31,59.6,1,2012-11-03,33,3,3,1,4902,-4873,False,True
770,0706-NRGUP,4/9/2013,5671103218,2012-12-05,2013-01-04,25.78,0,2012-12-30,25,0,-5,0,4837,-4808,False,True
818,1604-LIFKX,3/16/2013,5672264098,2012-12-22,2013-01-21,52.62,0,2013-02-05,45,15,15,1,4820,-4791,False,True
897,3271-YDPUJ,4/2/2013,5689526714,2013-01-21,2013-02-20,64.44,1,2013-02-22,32,2,2,1,4790,-4761,False,True
391,6160-HCSFI,1/10/2013,5709007782,2013-02-02,2013-03-04,85.52,0,2013-02-23,21,0,-9,0,4778,-4749,True,False
818,7946-HJDUR,2/21/2012,5713630505,2013-08-19,2013-09-18,51.94,0,2013-09-20,32,2,2,1,4580,-4551,True,False
818,1604-LIFKX,3/16/2013,5715617144,2012-06-28,2012-07-28,59.91,0,2012-08-11,44,14,14,1,4997,-4968,False,True
406,2621-XCLEH,9/24/2012,5722625204,2012-03-23,2012-04-22,89.05,0,2012-05-14,52,22,22,1,5094,-5065,False,True
406,6833-ETVHD,4/30/2012,5728598959,2013-10-17,2013-11-16,71.7,0,2013-11-06,20,0,-10,0,4521,-4492,True,False
391,6632-CGYHU,1/8/2013,5732190469,2013-08-07,2013-09-06,70.51,0,2013-08-18,11,0,-19,0,4592,-4563,True,False
406,1447-YZKCL,8/10/2012,5732886455,2012-09-13,2012-10-13,55.14,0,2012-10-13,30,0,0,0,4920,-4891,True,False
770,6077-FDQRK,9/11/2012,5734148846,2013-08-15,2013-09-14,58.36,0,2013-08-27,12,0,-18,0,4584,-4555,True,False
391,7209-MDWKR,10/9/2013,5743371067,2012-10-04,2012-11-03,55.88,0,2012-11-14,41,11,11,1,4899,-4870,False,True
406,4640-FGEJI,4/4/2013,5747215345,2012-07-05,2012-08-04,66.54,1,2012-08-13,39,9,9,1,4990,-4961,False,True
406,1447-YZKCL,8/10/2012,5750325838,2013-11-16,2013-12-16,77.33,0,2013-12-17,31,1,1,1,4491,-4462,True,False
406,4651-PMEXQ,7/4/2012,5753468265,2012-07-01,2012-07-31,94.97,0,2012-08-02,32,2,2,1,4994,-4965,False,True
